number,title,date,stock
530660,House Speaker Pelosi Says Will Be Considering Bill To Delist Chinese Cos.,2020-05-21 12:58:00-04:00,FXI
1261258,'Tesla and California Are Making Nice. The Next Factories Will Be Somewhere Else' -Barron's Article,2020-05-21 11:50:00-04:00,TSLA
530663,China Targets Hong Kong's Autonomy After Pro-Democracy Uprising,2020-05-21 11:38:00-04:00,FXI
1261259,'Tesla Gigafactory Shanghai expansion is back in full swing' -Electrek,2020-05-21 11:36:00-04:00,TSLA
1261260,'Could Tesla Reveal A 700-Mile Model 3? New Battery Tech May Make This Possible' -InsideEVs,2020-05-21 11:08:00-04:00,TSLA
530664,Trump Posts Letter To Congress On Strategic Approach To China,2020-05-21 10:40:00-04:00,FXI
530665,"Chinese Foreign Ministry Says Opposition Activity Against Nation Poses Threat To National Security, Sovereignty, Unity, Territorial Integrity",2020-05-21 10:22:00-04:00,FXI
530666,Spokesperson For Chinese Parliament Says Aiming To Pass Biosecurity Law By End Of 2020,2020-05-21 09:57:00-04:00,FXI
1261261,'Tesla starts deliveries of new Model 3 Long Range RWD made-in-China car' -Electrek,2020-05-21 09:50:00-04:00,TSLA
530667,Huawei Expects to Build 800K 5G Base Stations in China by 2020,2020-05-21 05:21:00-04:00,FXI
1261262,Tesla Will Not Pursue Its Lawsuit Against Alameda County Over Factory Reopening: Report,2020-05-21 00:09:00-04:00,TSLA
530668,Hearing Trump Says WHO Has 30 Days To Show Independence From China Or Will Lose US Funding,2020-05-20 17:46:00-04:00,FXI
1261263,CleanSpark Shares Up 16% For Session; Hearing Rumor Company Is Work With Tesla,2020-05-20 15:44:00-04:00,TSLA
1261264,Tesla Shares Quiet As Hearing Court Records Show Co. Dropped Suit Against California County Over Reopening Its Vehicle Factory Against Lockdown Orders,2020-05-20 15:11:00-04:00,TSLA
1261265,Wednesday's Market Minute: Gettin' Nowhere Fast,2020-05-20 12:26:00-04:00,TSLA
1261266,Analysts React To Joe Rogan's Spotify Deal: 'This Is Undoubtedly A Coup',2020-05-20 12:23:00-04:00,TSLA
530669,'A Chinese mainland spokesperson on Wednesday urged the U.S. to respect the basic norms of international relations and stop any form of official exchanges with the #Taiwan region.' -China News,2020-05-20 07:55:00-04:00,FXI
1261268,"Tesla Starts Delivering China-made, Longer Range Model 3 Vehicles",2020-05-20 05:25:00-04:00,TSLA
1261269,California Governor Believes Tesla Isn't Moving Out Of The State Anytime Soon,2020-05-20 04:37:00-04:00,TSLA
1261270,Panasonic To Resume Production At Tesla's New York Factory On Wednesday: Report,2020-05-20 00:09:00-04:00,TSLA
1261271,"Wallbox, A Company Founded By Former Tesla Employees, Closes $13M Seed Round",2020-05-19 17:53:00-04:00,TSLA
530670,Kudlow Says Trump Is Not Saying He Was Tearing Up China Trade Deal,2020-05-19 17:26:00-04:00,FXI
1261274,'Tesla shows the scale of Gigafactory Berlin ahead of groundbreaking' -Elektrek Report,2020-05-19 13:15:00-04:00,TSLA
1261275,"JMP Securities Maintains Market Outperform on Tesla, Lowers Price Target to $1001",2020-05-19 09:52:00-04:00,TSLA
1261276,"Tesla is set to produce 4,000 electric cars per week in Shanghai next month, Model Y in Q1 2021",2020-05-19 09:13:00-04:00,TSLA
1261277,Tesla's Car Registrations Slumped In China In April,2020-05-19 09:06:00-04:00,TSLA
530671,Nasdaq to Unveil New Set of Restictions on IPOs; Restrictions to Impact Chinese IPOs,2020-05-19 05:43:00-04:00,FXI
1261279,Elon Musk Tweets: Tesla Full Self-Driving option cost rises by ~$1000 worldwide on July 1st,2020-05-19 05:32:00-04:00,TSLA
1261280,Tesla's China Car Registrations Plunge 64% in April,2020-05-19 05:29:00-04:00,TSLA
1261281,"Tesla 'Full Self-Driving' To Cost Extra $1,000 Starting July, Musk Says",2020-05-19 00:15:00-04:00,TSLA
530672,'Border controls may ease in early June: experts' -Article From China's Global Times,2020-05-18 17:47:00-04:00,FXI
1261282,"Panasonic Hopes To Recharge Tesla Battery Partnership, Eyes Gigafactory Expansion",2020-05-18 14:55:00-04:00,TSLA
530673,White House Says China Has A Responsibility To Give More To The World Health Organization In The Wake Of The Coronavirus Outbreak,2020-05-18 13:40:00-04:00,FXI
530674,White House Spokesman Calls China's $2B Pledge To World Health Organization A 'Token' To Distract From China's Failure To 'Warn The World Of What Was Coming',2020-05-18 13:38:00-04:00,FXI
1261283,Tesla Shares Quiet Despite Hearing Co. Near Qualification For Inclusion In S&P 500,2020-05-18 12:35:00-04:00,TSLA
1261284,"Hearing Tesla Workers Arriving For Work At Plant In Fremont, Parking Lot Filling Up",2020-05-18 11:38:00-04:00,TSLA
530675,"'In response to Secretary of State Mike Pompeo saying US should take steps against China for not being transparent about COVID-19.. Foreign Ministry Spokesperson Zhao Lijian: ""This US politician has been a lying blabbermouth...' -FOX's Ed Lawrence",2020-05-18 11:09:00-04:00,FXI
1261285,Tesla shares are trading higher after the company received approval to resume production at its Fremont plant.,2020-05-18 07:55:00-04:00,TSLA
530677,"China Says Will Further Regulate Local Government Financing Vehicles, Strip Them of Government Financing Function",2020-05-18 07:21:00-04:00,FXI
530678,China President Xi Says China Has Turned the Tide on the Coronavirus; Says We Have Acted Openly and Transparently and With Responsibility,2020-05-18 06:44:00-04:00,FXI
1261286,Illinois Will Classify Defying Stay-At-Home Orders As Misdemeanor For Businesses,2020-05-18 06:32:00-04:00,TSLA
530679,S&P Futures Rise 1.5%; European Stock Markets Rise More than 2%;  Fed Chair Powell in '60 Minutes' Interview Says Fed Not Out of Ammunition By a Long Shot; Global Growth in New Coronavirus Cases Falls Below 1%,2020-05-18 05:35:00-04:00,FXI
1261288,Panasonic CFO Says Production at Nevada Gigafactory Has Resumed After Coronavirus Shutdown; Says in  Discussions About Expanding Nevada Gigafactory Capacity Beyond 35gwh,2020-05-18 05:09:00-04:00,TSLA
1261289,"Elon Musk's 'Take The Red Pill,' Tweet Raises Speculation Over Its Meaning",2020-05-18 04:19:00-04:00,TSLA
1261290,Tesla Receives County Approval To Restart Fremont Production A Week After Musk's Threats,2020-05-18 00:37:00-04:00,TSLA
1261292,Chinese Automaker BYD Announces the Han EV as Rival to the Tesla Model 3,2020-05-17 09:05:00-04:00,TSLA
1261293,Elon Musk Reveals He Owns 'Only 0.25 Bitcoins' In Crypto Convo With JK Rowling,2020-05-16 11:42:00-04:00,TSLA
530680,Top Republican On Tax-writing House Ways And Means Committee Brady Says Tax Incentives That Accelerate Return Of Production Lines To US From China 'are Pretty Smart To Do',2020-05-15 16:27:00-04:00,FXI
1261295,"'Tesla's next factory is going to be in Austin, Texas and it's going to happen quickly' -Electrek",2020-05-15 14:56:00-04:00,TSLA
530681,Large US Shipment Of Semiconductor Chips Going To Huawei Blocked By Trump Admin This Morning,2020-05-15 14:12:00-04:00,FXI
1261297,'Elon Musk delays Tesla 'Battery Day' to next month electrek.co/2020/05/15/tes_ by @FredericLambert' -Electrek.Co Tweet,2020-05-15 11:59:00-04:00,TSLA
1261298,Tesla Shares Relatively Quiet Following Recent Tech Node Article 'Tesla is facing 10 civil lawsuits in China',2020-05-15 09:38:00-04:00,TSLA
530684,'Another #Zoom ban: Chinese individual users can't host meetings any more due to 'regulatory demand'' -Tweet From Tech Node,2020-05-15 07:25:00-04:00,FXI
530685,"S&P 500 Futures Turn Lower, Down 0.7%, Potentially Related To US Commerce Dept. Barring China's Huawei From Doing Business With US Companies After Mid Aug., Potential For China To Retaliate With 'Unreliable Entity List'",2020-05-15 07:18:00-04:00,FXI
530686,"Nissan Expects US, China To Each Account For One-Third Of Global Vehicle Sales In Coming Years, Says Key Focus Of Co. Recovery Plan Will Be On US Profit Recovery, Cutting Losses In Europe",2020-05-15 06:57:00-04:00,FXI
530687,"UPDATE: Dept. Of Commerce Extends Temporary General License For 90 Days For Huawei To Do Business With Some US Companies Through Aug. 13, Says Will Likely Be Last Final 90-Day Extension",2020-05-15 06:35:00-04:00,FXI
530688,US Dept. Of Commerce Statement Shows US Has Moved To Bar Huawei From Buying Semi Chipsets Made Using US Software Technology,2020-05-15 06:34:00-04:00,FXI
530689,"U.S. Futures, European Stock Markets Higher; China Reporter Stronger than Expected Industrial Production Number",2020-05-15 05:44:00-04:00,FXI
530690,"US Treasury Secretary Mnuchin Says China Needed To Provide A Lot More Information About Coronavirus, Trump Is Reviewing His Options",2020-05-14 17:10:00-04:00,FXI
530691,Sanofi Chair Says Its Coronavirus Vaccine Would Be Made Available To All Regions At The Same Time,2020-05-14 14:24:00-04:00,FXI
530693,Navarro Says Chinese Govt Hackers Trying To Steal IP For Vaccine,2020-05-14 13:39:00-04:00,FXI
1261299,'Exclusive: Tesla's secret batteries aim to rework the math for electric cars and the grid' -Earlier Reuters Report,2020-05-14 12:47:00-04:00,TSLA
530694,"Pompeo Says China Allowed The Pandemic To Spread, Has Refused To Share Information To Help The World",2020-05-14 12:45:00-04:00,FXI
1261301,'Tesla Has Plans To Open Its First True Standalone Store In Michigan' Inside EVS,2020-05-14 11:27:00-04:00,TSLA
1261302,"'Tesla to introduce a new low-cost, long-life battery in China that it expects will bring the cost of electric vehicles in line with gasoline models, and allow EV batteries to have second and third lives...' -Tweet From Reuters Business",2020-05-14 09:33:00-04:00,TSLA
1261303,'Elon Musk's Boring Company completes excavation of Las Vegas' electric 'Loop'' -Electrek,2020-05-14 09:25:00-04:00,TSLA
530695,Trump says We Could Cut Off Relationship With China,2020-05-14 08:38:00-04:00,FXI
530696,Trump Says He Would Consider Taxing Companies That Make Products Outside The US,2020-05-14 07:25:00-04:00,FXI
530697,Trump Says He Will Not Renegotiate China Trade Deal,2020-05-14 07:23:00-04:00,FXI
530698,Trump Says Coronavirus Outbreak Shows Era Of Globalization Is Over,2020-05-14 07:21:00-04:00,FXI
530699,French Minister Says Giving Some Countries Priority Access To A Sanofi Coronavirus Vaccine Would Be Unacceptable,2020-05-14 06:26:00-04:00,FXI
530700,"UPDATE: 'Fitch Ratings has been granted access to China's credit rating market, said China's central bank Thursday. Fitch is the second foreign credit rating agency to enter China market, following S&P Global Ratings' entry in 2019.' -Tweet",2020-05-14 06:25:00-04:00,FXI
530701,China Will Allow Fitch To Enter The Chinese Market,2020-05-14 06:14:00-04:00,FXI
530702,"Trump says Now Is A Great Time To Have A Strong Dollar, Says Admin. Is Looking At China Companies Trading On NYSE, Nasdaq But Not Following US Accounting Rules",2020-05-14 06:13:00-04:00,FXI
1261305,"China Global Times Says Tesla Clarified the Price of its Shanghai-made Long-range Version of Model3 will Remain Unchanged, Reuters had Reported the Price Would Drop After July",2020-05-14 06:10:00-04:00,TSLA
530703,"Maria Bartiromo Tweets_ _@POTUS_ _@realDonaldTrump_ tells me he is ""looking at"" Chinese companies that trade on _@NYSE_ _@Nasdaq_ but they do not follow US accounting rules.  He already pulled $ from Thrift fund",2020-05-14 05:56:00-04:00,FXI
1261306,"Tesla Has Produced China-made Longer Range Model 3 Vehicles, Aims to Deliver Them Soon; To Lower Price After July",2020-05-14 05:23:00-04:00,TSLA
1261307,"Tesla Employees Who Choose To Stay Home Might Not Receive Unemployment Benefits, Internal Email Says",2020-05-14 02:45:00-04:00,TSLA
530704,'Dada files for $100m US listing despite Luckin's fraud scandal' -China's Global Times,2020-05-13 14:11:00-04:00,FXI
530705,Hearing UN Sees Global Economy Down 3.2% In 2020 Amid Coronavirus Pandemic,2020-05-13 12:42:00-04:00,FXI
530706,'China mulling punitive countermeasure on US over COVID-19 lawsuits: sources' -Global Times Report,2020-05-13 12:39:00-04:00,FXI
530707,"Trump Extends Executive Order Aimed At Huawei, ZTE",2020-05-13 12:03:00-04:00,FXI
1261308,Do Elon Musk And Grimes Smoke Weed?,2020-05-13 11:58:00-04:00,TSLA
1261309,Tesla Shares Tick Lower As Calif. AG Says 'Ready To Enforce State Rules If Needed',2020-05-13 11:45:00-04:00,TSLA
530708,"WHO Director Ryan Says Sees Risks At National, Regional, Global Levels 'High'",2020-05-13 11:43:00-04:00,FXI
530709,Statement From US Retirement Investment Board Shows Delay Of Transition Of $40B Int'l. Fund To Track MSCI Index That Includes Controversial Chinese Companies,2020-05-13 10:49:00-04:00,FXI
530710,"'As I have said for a long time, dealing with China is a very expensive thing to do...' -Tweet From Trump",2020-05-13 10:36:00-04:00,FXI
1261310,A Look Into Tesla's Price Over Earnings,2020-05-13 10:29:00-04:00,TSLA
530712,"From WSJ: FBI And DH's Cyber Wing Expected To Issue 'public service announcement with respect to China, saying Beijing is sponsoring widespread cyberattacks intended to steal vaccine research.'",2020-05-13 07:26:00-04:00,FXI
530713,"'Chinese, Iranian Hacking May Be Hampering Search for Coronavirus Vaccine, Officials Say' -WSJ",2020-05-13 07:20:00-04:00,FXI
530714,China's Cabinet Says Will Step Up Macro-economic Adjustments To Offset Impact Of Coronavirus,2020-05-13 07:16:00-04:00,FXI
1261311,Alameda County Will Allow Tesla To Reopen Fremont Factory If Certain Conditions Met,2020-05-13 06:09:00-04:00,TSLA
530715,"Chinese, Iranian Hackers May Be Hampering U.S. Search for Coronavirus Vaccine",2020-05-13 05:33:00-04:00,FXI
1261312,Tesla Reopens Nevada Gigafactory,2020-05-13 05:23:00-04:00,TSLA
1261313,"Musk Is 'Dead Right,' Says Cramer On Tesla Reopening California Factory",2020-05-13 01:12:00-04:00,TSLA
1261316,"Blink Charging Shares Spike To Session High On Volume As Traders Circulate Alert From Buy Sell Short Suggesting Blink Could Be A Play On Rallies In Tesla, VectoIQ",2020-05-12 12:22:00-04:00,TSLA
1261317,Tesla shares are trading higher after CEO Elon Musk said the company is restarting production at its Alameda Country facility despite COVID-19 health orders.,2020-05-12 10:45:00-04:00,TSLA
1261318,"Trump Tweets: 'California should let Tesla & @elonmusk open the plant, NOW. It can be done Fast & Safely!'",2020-05-12 09:46:00-04:00,TSLA
1261319,Tuesday's Market Minute: Tesla's Fremont Plant To Open Full Speed Ahead,2020-05-12 09:44:00-04:00,TSLA
530716,USDA Says Exporters Have Sold 136K Metric Tons Of Soy For Delivery To China During '19/'20 Marketing Year,2020-05-12 09:32:00-04:00,FXI
530717,US Labor Secretary Shows White House Advisors Have Expressed Opposition To Federal Pension Fund Admin. Plan To Invest In Chinese Companies,2020-05-12 08:58:00-04:00,FXI
1261320,'[Elon] will bring back American manufacturing. He's the best we have...' -Jim Cramer,2020-05-12 08:53:00-04:00,TSLA
1261321,Elon Musk Appoints Paint Operations Director To Oversee Fremont Production,2020-05-12 08:24:00-04:00,TSLA
530718,'China on Tuesday said new batch of imported products from #US will be excluded from punitive tariffs. The move came just days after US released #tariff exemption list for imported products from China' -China's Global Times,2020-05-12 07:39:00-04:00,FXI
530719,"China Says Will Roll Out Temporary Policy Support To Help Businesses That Have Suffered A Shock Or Brought To A Standstill Due To The Virus Pandemic, Says Will Accelerate The Replenishment Of Capital For Mid-sized And Small Banks",2020-05-12 06:47:00-04:00,FXI
1261322,"Musk and Tesla Putting 'Major Pressure' On Alameda County, Say Wedbush Analysts",2020-05-12 05:16:00-04:00,TSLA
1261323,"Tesla Restarts Production, Musk Tweets 'If Anyone Is Arrested, I Ask That It Only Be Me'",2020-05-11 17:30:00-04:00,TSLA
530721,Trump Says Not In Favor Of Reopening China Trade Deal,2020-05-11 16:48:00-04:00,FXI
1261324,"Elon Musk Tweets: 'Tesla is restarting production today against Alameda County rules. I will be on the line with everyone else. If anyone is arrested, I ask that it only be me.'",2020-05-11 16:40:00-04:00,TSLA
1261325,California Governor Newsom Says Will Look Into Tesla Reopening Related To Possible Violation Of Public Health Order,2020-05-11 15:43:00-04:00,TSLA
1261326,"Tesla Tells California Factory Employees Furlough Has Ended, Employees Back To Normal Employment Status As Of Sunday",2020-05-11 15:40:00-04:00,TSLA
1261327,California Governor Says Tesla's California Plant Could Open As Soon As Next Week,2020-05-11 15:31:00-04:00,TSLA
1261328,'Tesla has already started making cars again at its California factory' -The Verge,2020-05-11 14:37:00-04:00,TSLA
1261329,"'Volvo will introduce XC100 Recharge as sleeker, full-size all-electric SUV' -Electrek Report",2020-05-11 13:54:00-04:00,TSLA
1261331,Mnuchin Says California Should Act To Ensure Tesla Can Operate,2020-05-11 09:29:00-04:00,TSLA
