number,title,date,stock,sentiment_scores
530587,"Trump Says US Wants Open Conversation With China But Requires We Defend Our National Interests, Says China Has Broken Promises To Us",2020-05-29 14:51:00-04:00,FXI,"{'negative': 0.57708126, 'neutral': 0.42049873, 'positive': 0.002420029}"
530591,Trump Begins Press Conference On China,2020-05-29 14:50:00-04:00,FXI,"{'negative': 0.004190793, 'neutral': 0.9948683, 'positive': 0.0009409445}"
530590,Trump Says China Has Ripped Off The US,2020-05-29 14:50:00-04:00,FXI,"{'negative': 0.6652061, 'neutral': 0.3330756, 'positive': 0.001718225}"
530589,Stocks Fall Trump Begins China Presser,2020-05-29 14:50:00-04:00,FXI,"{'negative': 0.69487035, 'neutral': 0.30306712, 'positive': 0.0020625675}"
530592,"Trump, Boris Johnson Agreed To Work Closely On China's Hong Kong Moves",2020-05-29 14:18:00-04:00,FXI,"{'negative': 0.0035197022, 'neutral': 0.99439704, 'positive': 0.0020832564}"
530593,"Trump Isn't Planning To Quit Phase-1 Trade Deal, Person Says",2020-05-29 14:07:00-04:00,FXI,"{'negative': 0.46161684, 'neutral': 0.5364173, 'positive': 0.001965835}"
530594,U.S. To Collect Deposits On Some China Hydrofluorocarbon Blends,2020-05-29 14:05:00-04:00,FXI,"{'negative': 0.014990548, 'neutral': 0.9843472, 'positive': 0.0006622389}"
530595,President Trump To Hold News Conference On China And Hong Kong At 2:00 p.m. ET (Livestream Link),2020-05-29 13:59:00-04:00,FXI,"{'negative': 0.0020457397, 'neutral': 0.9969784, 'positive': 0.0009758776}"
530596,Rep Sherman Says Now Is Time To Move Bill To Delist China Companies,2020-05-29 13:34:00-04:00,FXI,"{'negative': 0.017242199, 'neutral': 0.9819681, 'positive': 0.0007896534}"
530597,Hearing Trump Admin To Cancel Thousands Of Chinese Student Visas From Certain Universities With Ties To The Chinese Govt,2020-05-29 13:19:00-04:00,FXI,"{'negative': 0.5103979, 'neutral': 0.48803893, 'positive': 0.001563216}"
530598,'Trump Weighing Sanctions On Targeting China's Finance Sector Through Sanctions And Trade Policy Over Hong Kong' -Bloomberg Reporter,2020-05-29 13:06:00-04:00,FXI,"{'negative': 0.047448106, 'neutral': 0.9516977, 'positive': 0.0008542184}"
530599,"Large Volume Spike In S&P 500 Futures, Volatility; Hearing Trump Could Possibly Sanction Chinese Finance Sector Amid Hong Kong Issues",2020-05-29 12:57:00-04:00,FXI,"{'negative': 0.4554624, 'neutral': 0.5425343, 'positive': 0.0020032213}"
530601,Pompeo Said U.S. Authorities Would Not Allow Chinese Students To Engage In Espionage,2020-05-29 10:40:00-04:00,FXI,"{'negative': 0.38131607, 'neutral': 0.61670035, 'positive': 0.0019835667}"
530602,Singapore-China To Open Essential Travel For Business And Official Purposes In Early June,2020-05-29 10:39:00-04:00,FXI,"{'negative': 0.0020708086, 'neutral': 0.99340713, 'positive': 0.0045220563}"
530603,"Trump Press Conference On China Set For 2 p.m., According To Fox Business",2020-05-29 10:31:00-04:00,FXI,"{'negative': 0.002967687, 'neutral': 0.9963296, 'positive': 0.0007027155}"
530604,"'Abe urged to rethink Xi's Japan visit by own party, citing Hong Kong' -Nikkei Asian Review Report",2020-05-29 10:24:00-04:00,FXI,"{'negative': 0.010011688, 'neutral': 0.9892133, 'positive': 0.00077498314}"
530605,No Time Has Been Given As To When Trump Will Announce The Series Of Actions Related To China,2020-05-29 09:44:00-04:00,FXI,"{'negative': 0.07394732, 'neutral': 0.9251141, 'positive': 0.0009386538}"
530606,White House Advisor Kudlow: President Trump Will Present Ideas To Hold China Accountable,2020-05-29 08:52:00-04:00,FXI,"{'negative': 0.005044566, 'neutral': 0.99394, 'positive': 0.0010154141}"
1261228,20 Tesla Employees Worked At SpaceX Ahead Of NASA Astronauts Launch,2020-05-29 08:45:00-04:00,TSLA,"{'negative': 0.001526972, 'neutral': 0.9963008, 'positive': 0.00217217}"
1261229,"Daiwa Capital Initiates Coverage On Tesla with Outperform Rating, Announces Price Target of $910",2020-05-29 06:15:00-04:00,TSLA,"{'negative': 0.0030714038, 'neutral': 0.9923226, 'positive': 0.004606049}"
1261230,Tesla's Annual Shareholders Meeting Scheduled For July 7,2020-05-29 05:06:00-04:00,TSLA,"{'negative': 0.003369262, 'neutral': 0.9957131, 'positive': 0.00091767}"
1261231,Tesla To Give Musk $700M In Incentives Payment,2020-05-29 00:46:00-04:00,TSLA,"{'negative': 0.0016092936, 'neutral': 0.99571925, 'positive': 0.002671493}"
1261232,Tesla's FSD Package Shows Automaker's Potential For Software Revenue,2020-05-28 17:53:00-04:00,TSLA,"{'negative': 0.0017251762, 'neutral': 0.9805561, 'positive': 0.017718716}"
530608,Hearing Trump Says Will Be A News Conference Related To China On Friday,2020-05-28 15:17:00-04:00,FXI,"{'negative': 0.0047710156, 'neutral': 0.99456006, 'positive': 0.0006689767}"
1261233,'Tesla Requests Approval To Sell Model 3 With Cheaper Battery Chemistry' -InsideEVs,2020-05-28 14:39:00-04:00,TSLA,"{'negative': 0.0020017968, 'neutral': 0.9931814, 'positive': 0.004816729}"
530609,White House Press Secretary McEnany Says China's Decision On Hong Kong Is In Conflict With UN Resolution,2020-05-28 14:36:00-04:00,FXI,"{'negative': 0.23954569, 'neutral': 0.75918365, 'positive': 0.0012706387}"
530610,World Bank Pres Malpass Sees Possible Supplemental Replenishment Of Int'l. Development Association Arm If Pandemic Crisis Deepends,2020-05-28 14:06:00-04:00,FXI,"{'negative': 0.47260022, 'neutral': 0.52486706, 'positive': 0.002532717}"
530611,"'U.S. brings massive N. Korean sanctions case, targeting state-owned bank and former government officials' -Washington Post Report",2020-05-28 13:56:00-04:00,FXI,"{'negative': 0.44827566, 'neutral': 0.5500438, 'positive': 0.0016804953}"
530612,Kudlow Says China's Behavior With The Pandemic Cannot Be Ignored,2020-05-28 13:54:00-04:00,FXI,"{'negative': 0.35888132, 'neutral': 0.6389699, 'positive': 0.0021488052}"
530614,US Senator Toomey Says Hong Kong May Become Subject To China Tariffs,2020-05-28 07:59:00-04:00,FXI,"{'negative': 0.080995895, 'neutral': 0.9178372, 'positive': 0.0011668967}"
530615,Chinese Officials Have Blocked A US Call For UN Security Council Hong Kong Meeting,2020-05-28 07:27:00-04:00,FXI,"{'negative': 0.49667627, 'neutral': 0.5018224, 'positive': 0.0015013736}"
530616,Li Says China-U.S. Decoupling Does No Good to Either Side and Will Harm the World as the Two Countries Are Major Economies,2020-05-28 05:39:00-04:00,FXI,"{'negative': 0.9271796, 'neutral': 0.07108651, 'positive': 0.0017339702}"
530617,China's Li Says No Cover-up of Covid-19 Cases Will Be Allowed,2020-05-28 05:38:00-04:00,FXI,"{'negative': 0.3511744, 'neutral': 0.6465145, 'positive': 0.0023111184}"
530618,China Premier Li Says China is Open to Joining CPTPP Trade Agreement,2020-05-28 05:34:00-04:00,FXI,"{'negative': 0.002046767, 'neutral': 0.9924414, 'positive': 0.005511844}"
1261237,Tesla Leads Electric Car Sales In South Korea Thanks To Model 3,2020-05-28 04:13:00-04:00,TSLA,"{'negative': 0.0015932891, 'neutral': 0.97117335, 'positive': 0.027233327}"
530619,'Top campaign advisor says Biden would sanction China over Hong Kong' -CNBC,2020-05-27 22:20:00-04:00,FXI,"{'negative': 0.015611227, 'neutral': 0.983591, 'positive': 0.0007978138}"
530620,"House Approves China Bill 413-1, Measure Now Goes To Trump For Signing",2020-05-27 17:53:00-04:00,FXI,"{'negative': 0.001817841, 'neutral': 0.992938, 'positive': 0.0052441144}"
530621,"'[Trump] ""administration will take action"" against China, David Stilwell, Asst. Secretary of State for East Asian and Pacific Affairs, replies to @rongxiang. ""I would expect others to also seeing Chinese actions...' -Tweet From Voice Of America's Steve He",2020-05-27 17:41:00-04:00,FXI,"{'negative': 0.0077344105, 'neutral': 0.99134517, 'positive': 0.00092044595}"
530622,"House Has Enough Votes To Pass Chinese Sanctions Bill, Voting Continues",2020-05-27 17:12:00-04:00,FXI,"{'negative': 0.002716583, 'neutral': 0.99538726, 'positive': 0.0018961739}"
530623,Huawei CFO Meng Wanzhou Loses Double Criminality Aspect Of U.S. Extradition Case In Canadia Court,2020-05-27 14:02:00-04:00,FXI,"{'negative': 0.85849625, 'neutral': 0.14008817, 'positive': 0.001415551}"
530624,"Germany's Merkel Calls Relations With US 'Difficult,' But Says Ties Must Remain",2020-05-27 13:51:00-04:00,FXI,"{'negative': 0.058447022, 'neutral': 0.94016004, 'positive': 0.0013929775}"
530625,German Chancellor Angela Merkel Says EU Has A Strategic Interest In Cooperating With China,2020-05-27 13:49:00-04:00,FXI,"{'negative': 0.0023694145, 'neutral': 0.99478143, 'positive': 0.002849175}"
1261238,Jay Leno Takes Elon Musk For A Drive In A Tesla Cybertruck,2020-05-27 13:20:00-04:00,TSLA,"{'negative': 0.0023312652, 'neutral': 0.9964824, 'positive': 0.0011863956}"
1261239,What To Know About NASA And SpaceX's Crew Dragon Launch,2020-05-27 12:01:00-04:00,TSLA,"{'negative': 0.0016331539, 'neutral': 0.9968919, 'positive': 0.0014749273}"
530626,US Commerce Secretary Wilbur Ross Says Trump Considering 'A Whole Menu Of Options' Against China On Hong Kong Law,2020-05-27 11:41:00-04:00,FXI,"{'negative': 0.011759348, 'neutral': 0.9874357, 'positive': 0.00080486725}"
1261240,"Twitter Account Highlights Negative Analyst Sentiment On Tesla Following Co.'s North American Price Cuts News, Cites Roth Capital Analyst, Gordon Johnson Of GLJ Research",2020-05-27 10:31:00-04:00,TSLA,"{'negative': 0.45387602, 'neutral': 0.54440475, 'positive': 0.0017191858}"
1261241,Why Tesla 'Appears To Be Turning The Corner' Heading Into Summer,2020-05-27 09:30:00-04:00,TSLA,"{'negative': 0.023760665, 'neutral': 0.9748452, 'positive': 0.0013941502}"
530627,"Trump Tweets: 'We have informed both India and China that the United States is ready, willing and able to mediate or arbitrate their now raging border dispute. Thank you!'",2020-05-27 07:23:00-04:00,FXI,"{'negative': 0.006191688, 'neutral': 0.98468935, 'positive': 0.0091190105}"
1261243,"Wedbush Maintains Neutral on Tesla, Raises Price Target to $800",2020-05-27 07:05:00-04:00,TSLA,"{'negative': 0.003944349, 'neutral': 0.9944149, 'positive': 0.0016407806}"
530628,"China Central Bank Says China Will Roll Out 11 Financial Reform Measures in Near Term, Deepen Reform of Small and Medium-sized Banks, Accelerate Replenishment of Their Capital",2020-05-27 06:54:00-04:00,FXI,"{'negative': 0.002826026, 'neutral': 0.99217755, 'positive': 0.0049964907}"
1261244,Tesla To Reduce Car Prices In North America And China,2020-05-27 05:50:00-04:00,TSLA,"{'negative': 0.010200804, 'neutral': 0.9882924, 'positive': 0.0015067796}"
1261245,"Tesla to Cut Prices for Some Models in N. America, China",2020-05-27 05:38:00-04:00,TSLA,"{'negative': 0.05042762, 'neutral': 0.9485532, 'positive': 0.0010191243}"
530629,Trump Says Will Hear About US Actions On China By The End Of The Week,2020-05-26 17:07:00-04:00,FXI,"{'negative': 0.004866185, 'neutral': 0.99428684, 'positive': 0.0008470124}"
530630,"US Mulls Sanctions On Chinese Officials, Firms Over Hong Kong; Sanctions Discussions Ongoing",2020-05-26 15:36:00-04:00,FXI,"{'negative': 0.41468167, 'neutral': 0.5839508, 'positive': 0.0013675119}"
530631,"'President Trump and Secretary Pompeo meeting at White House right now to discuss restricting F and J visas for students and researchers in China from studying in the United States, officials say' -FOX Reporter",2020-05-26 15:30:00-04:00,FXI,"{'negative': 0.0265564, 'neutral': 0.9726546, 'positive': 0.00078899116}"
1261246,'All eyes on Tesla's recovery in China _ rumors of massive backlog' -Elektrek Report,2020-05-26 12:24:00-04:00,TSLA,"{'negative': 0.049915425, 'neutral': 0.94838643, 'positive': 0.0016980781}"
530633,"'Wuhan Tests Millions in 12 Days as China Fears Second Virus Wave' -Bloomberg, From Earlier",2020-05-26 06:40:00-04:00,FXI,"{'negative': 0.10969089, 'neutral': 0.8891913, 'positive': 0.0011178018}"
530632,China's Xi Says Performance in Fighting Coronavirus Shows Results of Military Reform,2020-05-26 06:40:00-04:00,FXI,"{'negative': 0.010158686, 'neutral': 0.98400855, 'positive': 0.005832821}"
530634,China's President Xi Says Will Step Up Preparedness for Military Combat -,2020-05-26 06:36:00-04:00,FXI,"{'negative': 0.002654207, 'neutral': 0.995024, 'positive': 0.0023218363}"
530635,China Finance Ministry Says to Subsidize Cargo Flights of Chinese and Foreign Airlines from April 1 to June 30,2020-05-26 06:07:00-04:00,FXI,"{'negative': 0.0035504198, 'neutral': 0.99509203, 'positive': 0.001357491}"
1261248,Grimes And Musk Rename Baby To Comply With California Law,2020-05-26 02:21:00-04:00,TSLA,"{'negative': 0.011395897, 'neutral': 0.9878406, 'positive': 0.0007635511}"
530636,China Cbank Governor Says Will Actively and Prudently Push Forward the Opening of Financial Sector,2020-05-25 21:12:00-04:00,FXI,"{'negative': 0.0018854504, 'neutral': 0.9896896, 'positive': 0.008425003}"
530637,China Cbank Governor Says Will Attract More Foreign and Private Financial Institutions Into Chinese Market,2020-05-25 21:11:00-04:00,FXI,"{'negative': 0.0018420783, 'neutral': 0.99530506, 'positive': 0.0028529076}"
530639,U.S. National Security Adviser O'Brien Says China Takeover of Hong Kong Could Lead to U.S Sanctions,2020-05-24 11:59:00-04:00,FXI,"{'negative': 0.14958303, 'neutral': 0.84891665, 'positive': 0.0015004228}"
530640,Senior Chinese Diplomat Wang Yi Says Advises U.S. Not to Challenge China's Red Line on Taiwan; Says Hong Kong is China's Internal Affair,2020-05-24 11:05:00-04:00,FXI,"{'negative': 0.026574153, 'neutral': 0.9724115, 'positive': 0.0010142784}"
530641,U.S Death Toll From Covid-19 to Reach 100k by Tues,2020-05-24 11:03:00-04:00,FXI,"{'negative': 0.76822567, 'neutral': 0.22965296, 'positive': 0.0021213787}"
530642,U.S. State Dept Tweets: The U.S. government took another step to protect U.S. national security and the integrity of 5G networks. We will not tolerate efforts by the Chinese Communist Party to undermine the privacy of our citizens or the integrity of 5G networks worldwide.,2020-05-23 17:49:00-04:00,FXI,"{'negative': 0.019279845, 'neutral': 0.9746234, 'positive': 0.0060967137}"
1261249,Elon Musk Scraps Plan to Make Electric Pickup Smaller,2020-05-23 15:54:00-04:00,TSLA,"{'negative': 0.0023871565, 'neutral': 0.99577516, 'positive': 0.0018377383}"
530644,"US Commerce Department Adding Nine Chinese Entities Related To Human Rights Abuses In Xinjiang Uighur Autonomous Region To Economic Blacklist; Also Adding Two Dozen Chinese Companies With Ties To Weapons Of Mass Destruction, Military Activities To List",2020-05-22 15:25:00-04:00,FXI,"{'negative': 0.8153221, 'neutral': 0.18329498, 'positive': 0.0013828371}"
530645,China's Global Times Says Chinese 'Chinese scientists identified multiple highly potent neutralizing antibodies that have proven effective in an animal model',2020-05-22 12:26:00-04:00,FXI,"{'negative': 0.0017603817, 'neutral': 0.991301, 'positive': 0.0069386116}"
530648,"China's Global Times Says China's Coronavirus Vaccine Trial Has 'been found to be safe, well-tolerated, and able to generate an immune response against SARS-COV-2 in humans, according to a study published online on Friday by medical journal The Lancet.'",2020-05-22 10:52:00-04:00,FXI,"{'negative': 0.0040811556, 'neutral': 0.9804152, 'positive': 0.015503613}"
530650,China Caac To Allow Some Flights From U.S. In June,2020-05-22 09:21:00-04:00,FXI,"{'negative': 0.004035214, 'neutral': 0.99463415, 'positive': 0.0013307586}"
530651,"Secretary Of State Pompeo Says China's Decision To Bypass Hong Kong's Legislative Processes 'Would Be A Death Knell' For Autonomy Promised Under Agreement; Says Stands With People Of Hong Kong, Strongly Urges Beijing To Reconsider",2020-05-22 08:30:00-04:00,FXI,"{'negative': 0.35417187, 'neutral': 0.6437021, 'positive': 0.0021259983}"
530652,Pompeo Says US Condemns China's 'proposal To Unilaterally And Arbitrarily Impose National Security Legislation On Hong Kong',2020-05-22 08:22:00-04:00,FXI,"{'negative': 0.1057326, 'neutral': 0.8928392, 'positive': 0.0014282496}"
1261250,"Tesla Employees Fear Conditions At Factory, Describe It As 'Modern-Day Sweatshop'",2020-05-22 02:54:00-04:00,TSLA,"{'negative': 0.7265242, 'neutral': 0.27156308, 'positive': 0.0019127766}"
530654,"China Premier Li Says We Will Firmly Safeguard China's Sovereignty, Security and Development Interests",2020-05-21 21:17:00-04:00,FXI,"{'negative': 0.0036249724, 'neutral': 0.99047244, 'positive': 0.0059026205}"
530655,China to Work With U.S. to Implement Phase One Trade Deal,2020-05-21 21:12:00-04:00,FXI,"{'negative': 0.002387177, 'neutral': 0.99454194, 'positive': 0.0030709617}"
530656,"U.S. Says Russia's Plan Talks Aimed At Litliting Russian, Chinese And U.S. Nuclear",2020-05-21 15:04:00-04:00,FXI,"{'negative': 0.0033742015, 'neutral': 0.9957295, 'positive': 0.0008962903}"
530657,Trump Seeks Russia's Help In Bringing China Into Three-Way Arms Control Deal,2020-05-21 15:03:00-04:00,FXI,"{'negative': 0.0034291723, 'neutral': 0.9947948, 'positive': 0.001776046}"
1261254,"'Tesla goes back to 'normal' manufacturing operations, calls more workers to come back to work' -Electrek",2020-05-21 13:58:00-04:00,TSLA,"{'negative': 0.0025363544, 'neutral': 0.9913619, 'positive': 0.0061016767}"
530658,"Kudlow Says China Trade Deal Is In Tact, Says There Will Be No Renegotiation",2020-05-21 13:30:00-04:00,FXI,"{'negative': 0.011156028, 'neutral': 0.9877066, 'positive': 0.0011374207}"
530659,US Says Implementation Of Phase 1 Deal With China Is Progressing,2020-05-21 13:11:00-04:00,FXI,"{'negative': 0.0028773446, 'neutral': 0.98235625, 'positive': 0.014766468}"
530660,House Speaker Pelosi Says Will Be Considering Bill To Delist Chinese Cos.,2020-05-21 12:58:00-04:00,FXI,"{'negative': 0.005880114, 'neutral': 0.9932668, 'positive': 0.0008531362}"
1261258,'Tesla and California Are Making Nice. The Next Factories Will Be Somewhere Else' -Barron's Article,2020-05-21 11:50:00-04:00,TSLA,"{'negative': 0.001747562, 'neutral': 0.9895035, 'positive': 0.008748984}"
530663,China Targets Hong Kong's Autonomy After Pro-Democracy Uprising,2020-05-21 11:38:00-04:00,FXI,"{'negative': 0.06071161, 'neutral': 0.9377216, 'positive': 0.0015668344}"
